CompoundID,InChIKey,SMILES,logS,logP,MW
C7811,DFYRUELUNQRZTB-UHFFFAOYSA-N,COc1cc(ccc1O)C(=O)C,-1.52159827,1.6034,166.174
C7832,NNGROHQONJXNMS-UHFFFAOYSA-N,COc1cccc(c1)CCCNCCSS(=O)(=O)O,-1.508529022,3.2251,305.414
C7836,NXVAEVHJWOBXKG-UHFFFAOYSA-N,CNC(=O)c1ccccc1OC,-1.503659252,1.4457,165.189
C7862,ILUJQPXNXACGAN-UHFFFAOYSA-N,COc1ccccc1C(=O)O,-1.483299098,1.3934,152.147
C7918,REOYSBSMCVRRSM-UHFFFAOYSA-L,CCCCCCC[N+](CCOCC[N+](CCCCCCC)(CC)CC)(C)C.[Br-].[Br-],-1.440938509,-0.1152,546.506
C7940,OQLZQQCXUHKXAD-UHDJGPCESA-N,CC/C=C(/C1(CC)C(=O)NC(=O)NC1=O)\C.[Na+],-1.42591604,1.7627,247.246
C7953,VFUZELURVABLEH-WQLSENKSSA-N,COc1ccc(cc1)C(=O)/C=N\N(C)C,-1.4140163,1.4253,206.241
C8008,OJOBTAOGJIWAGB-UHFFFAOYSA-N,COc1cc(cc(c1O)OC)C(=O)C,-1.352186945,1.612,196.2
C8054,WFWKNGZODAOLEO-UHFFFAOYSA-N,COc1ccc(cc1)CC(=O)C,-1.314143404,1.8267,164.201
C8056,SAXHIDRUJXPDOD-UHFFFAOYSA-N,CCOC(=O)C(c1ccccc1)O,-1.312514892,1.2831,180.2
C1299,XVAIDCNLVLTVFM-UHFFFAOYSA-N,COc1ccc(cc1)NC(=O)C,-1.3,1.7266,165.189
C1310,OBNCKNCVKJNDBV-UHFFFAOYSA-N,CCCC(=O)OCC,-1.28,1.3496,116.158
C8147,NRPFNQUDKRYCNX-UHFFFAOYSA-N,COc1ccc(cc1)CC(=O)O,-1.231430051,1.3223,166.174
C8150,UEHZKEABUOAZSH-UHFFFAOYSA-N,O=C1Nc2c(C1=O)cccc2C,-1.23090728,1.2678,161.157
C8151,KDICASSDSSYKMK-UHFFFAOYSA-N,O=C1Nc2c(C1=O)c(C)ccc2,-1.23090728,1.2678,161.157
C8164,HRHKSTOGXBBQCB-VFWICMBZSA-N,CO[C@@]12[C@@H]3[C@@H](N3C)CN2C2=C([C@H]1COC(=O)N)C(=O)C(=C(C2=O)C)N,-1.218362512,-0.0326,348.354
C1330,GJRQTCIYDGXPES-UHFFFAOYSA-N,CC(COC(=O)C)C,-1.21,1.2055,116.158
C8203,HVQGUIQVKSROJF-UHFFFAOYSA-N,COc1ccccc1NCC(=O)N,-1.182053306,1.3657,180.204
C8306,IQYJSKNHDZZDGA-UHFFFAOYSA-N,COc1cccccc1=O,-1.092624929,1.0554,136.148
C8347,DLWOTOMWYCRPLK-UVTDQMKNSA-N,COC1=C(OC)C=C/C(=c\2/c(N)c([nH]c(c2C)C(=O)O)c2ccc3c(n2)C(=O)C(=C(C3=O)OC)N)/C1=O,-1.036168675,2.2178,506.464
C8351,VKPLPDIMEREJJF-UHFFFAOYSA-N,COc1cccc(c1)C(=O)N,-1.030540227,1.4944,151.163
C8365,WSHYKIAQCMIPTB-UHFFFAOYSA-M,CC(=O)CC(c1c(=O)oc2c(c1[O-])cccc2)c1ccccc1.[K+],-1.00940702,4.0478,346.418
C1376,GNXFOGHNGIVQEH-QMMMGPOBSA-N,COc1ccccc1OC[C@@H](COC(=O)N)O,-0.99000001,1.2305,241.241
C8402,FGOFNVXHDGQVBG-UHFFFAOYSA-N,COc1ccccc1NC(=O)C,-0.978689532,1.7266,165.189
C8409,IHONYPFTXGQWAX-UHFFFAOYSA-N,COc1ccccc1OCC(=O)O,-0.972239553,1.1586,182.173
C1383,DKMROQRQHGEIOW-UHFFFAOYSA-N,CCOC(=O)CCC(=O)OCC,-0.95999998,0.8928,174.194
C8480,RRKMWVISRMWBAL-UHFFFAOYSA-N,COc1cc(C=O)cc(c1O)O,-0.918195642,0.9189,168.147
C8498,QVOFCQBZXGLNAA-UHFFFAOYSA-M,CCCC[N+](CCCC)(CCCC)C.[OH-],-0.9010909,3.6565,217.391
C8505,KYITYFHKDODNCQ-UHFFFAOYSA-M,CC(=O)CC(c1c(=O)oc2c(c1[O-])cccc2)c1ccccc1.[Na+],-0.892587929,4.0478,330.31
C8511,IVVNZDGDKPTYHK-UHFFFAOYSA-N,CC(C(C)(C)C)/N=C(/Nc1ccncc1)\NC#N,-0.885959976,2.81868,245.323
C1421,UUIQMZJEGPQKFD-UHFFFAOYSA-N,CCCC(=O)OC,-0.81999999,0.9595,102.132
C8583,VJVOAGLABGZRSL-UHFFFAOYSA-N,COC1=CC(=O)C(=CC1=O)C,-0.81120124,0.6148,152.147
C8700,UVMLHMAIUVSYOL-UHFFFAOYSA-N,CC(=CCN=C(N)N)C,-0.66781675,1.6266,127.188
C8741,XBAVGYMDOXCWQU-UHFFFAOYSA-N,OCc1c(C)[nH]c(=O)[nH]c1=O,-0.594070609,-1.1361,156.139
C8742,QDUUEDMQDSCAOJ-GMIVGMFBSA-N,CCC/C=C/COCn1ccn(/c/1=C/[NH+]=O)C.[Cl-],-0.590663417,-2.9729,273.759
C1492,WEHWNAOGRSTTBQ-UHFFFAOYSA-N,CCCNCCC,-0.46000001,1.7869,101.19
C8878,FTBPJDDHEJKEEF-UHFFFAOYSA-L,CCCCCC[N+](CCOCC[N+](CCCCCC)(CC)CC)(C)C.[Br-].[Br-],-0.407221739,-0.8954,518.453
C8892,PZDARDIDPSRLMQ-UHFFFAOYSA-M,CCCC[N+](CCCC)(CC)CC.[OH-],-0.382459314,3.2664,203.365
C8924,APHORMBLIBPERX-UHFFFAOYSA-L,CC[N+](CCCCCCc1ccc(cc1)[N+](CC)(CC)CC)(CC)CC.[I-].[I-],-0.341195074,0.041,616.444
C8976,FNOBLETXVSZOGS-UHFFFAOYSA-N,CCOC(=O)CCCN(C)C,-0.254098548,0.8913,159.226
C9032,PRSGGQYVNLJACX-CHHCPSLASA-N,O=[NH+]/C=c/1\n(COCc2ccccc2)ccn1C.[Cl-],-0.144927333,-3.129,281.738
C1556,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(=O)C,-0.039999999,0.5694,88.1051
C9193,MTZAUZNQAMNFME-UHFFFAOYSA-N,COc1cc(C)oc(=O)c1,0.122957029,0.9568,140.137
C9220,QCFURRURLJLBAD-UHFFFAOYSA-L,CC[N+](CCCCCc1ccc(cc1)[N+](CC)(CC)CC)(CC)CC.[I-].[I-],0.173371202,-0.3491,602.418
C9286,MMQUBQQEPRRSHO-UHFFFAOYSA-L,CC[N+](CCCc1ccc(cc1)[N+](CC)(CC)C)(CC)C.[I-].[I-],0.262552892,-1.9095,546.311
C9316,YFAJFUPAVXENCH-UHFFFAOYSA-L,CC[N+](CCCc1ccc(cc1)[N+](CC)(C)C)(C)C.[I-].[I-],0.28544729,-2.6897,518.258
C1608,RWXKUYSKUSXRGL-CLFYSBASSA-N,CCN(C(=O)/C(=C/COP(=O)(OC)OC)/Cl)CC,0.51999998,2.395,299.688
C9650,XWBIZYHDVFHTID-UHFFFAOYSA-M,CCCC[N+](C)(C)C.[I-],0.614157877,-1.5033,243.129
C9696,YFBDGNHKARUTDC-UHFFFAOYSA-M,CCCC[N+](CC)(CC)CC.[OH-],0.653805563,2.4862,175.312
C9738,HTKFJJITPRZSPS-YJOCEBFMSA-N,COCn1ccn(/c/1=C/[NH+]=O)C.[Cl-],0.686888181,-4.6994,205.642
C9887,IJRVQAXSAHHCNH-UHFFFAOYSA-M,CCCC[N+](C)(C)C.[OH-],0.875381674,1.3159,133.232
C9911,ICXXXLGATNSZAV-UHFFFAOYSA-N,CCCCN.Cl,0.960201334,2.2475,109.598
